Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,"$34K-$63K
(Glassdoor est.)","Onsite work only - Franklin, Tennessee

Are you looking for a career with a purpose? Do you want the opportunity to be part of a company that’s changing millions of lives for the better? Well, you’ve come to the right place. Ramsey Solutions exists to provide biblically based, commonsense education and empowerment that give HOPE to everyone in every walk of life. Our mission to change the world isn’t easy. We face resistance every day because what we believe is absolutely countercultural. We’re weird. We hate debt. And we actually cut up our credit cards . . . like, for real. We don’t use them in our entire business. Bottom line: We don’t use debt—period. Some of us are still fighting our way out of it, but we aren’t going back in.

Our Analytics and Insights Team has been one of the fastest-growing technology teams at Ramsey Solutions—they’re rocking it! They partner with our 15 digital product areas to help create data-driven solutions for our business problems so we can keep doing work that matters to change more lives. Performing mathematical analysis and using technology to put it into action, this team helps all of us at Ramsey perform at our highest level.

This is where you come in. We need your help to generate data-driven solutions to our business problems. We need a hardcore math nerd—someone who understands mathematical analysis and knows how to use technology to implement it. You’re someone who’s always itching to solve the problem, complete the puzzle, and answer the question. You’re never satisfied with a fluffy answer. You want the facts. You always back up your position with data.

Our data tells a story, and we need you to help us read it. You’ll help us pull back the curtain, notice trends, and apply data to drive change in our business models so we can help more people. If that sounds exciting to you, keep reading.

Skills Needed to Win:
3+ years of experience driving analytics initiatives to impact a business
Solid mathematical or statistics background
Experience with SQL (you’ll use it every day to get the data you need)
Experience with scripting languages like Python and R
Experience building and maintaining dashboards and reporting systems
Ability to translate data into actionable insights
Supporting business decisions through ad hoc analysis
Extraordinary passion to solve problems (you’re not satisfied until it’s solved and backed by data)
Nice-to-Haves:
Experience with data visualization tools like Tableau
Experience utilizing web analytics and Google Analytics tool set
Experience with optimization testing
About Ramsey Solutions:
We’re a debt-free company that was founded in 1992 by Dave Ramsey.
We have over 900 team members who are 100% dedicated to our mission.
We believe collaboration, innovation and a shared sense of mission come from being present with each other. That’s why all of our team members work together under one roof at our headquarters in Franklin, Tennessee.
Ramsey Solutions was recognized by Inc. Magazine as a Best Workplace in the nation for 2020.
And by the way, we're not stuffy or corporate around here. Here are some of the perks and benefits at Ramsey Solutions:
A 401(k) match of 4% after one year as a team member (you can still contribute in the first year)
Health insurance on day one with a $500 HSA match every year
One fully paid workweek of ministry time after one year to volunteer for your favorite charity or nonprofit
Generous PTO and paid sick time off
We prioritize work-life balance and rarely exceed a 40-hour work week
Weekly devotionals with world-renowned speakers, pastors and authors
$300/year to put toward achieving your fitness goals
Casual dress and work environment
It’s a calling, and we’re on a mission to change lives. Join the crusade! Apply now.

EEO/M/F/Veteran/Disabled",3.7,"Ramsey Solutions
3.7","Franklin, TN",-1,501 to 1000 Employees,1991,Company - Private,Publishing,Media,$100 to $500 million (USD),-1
Data Analyst,"$42K-$79K
(Glassdoor est.)","Healthgrades is focused on providing trusted information that allows consumers and providers to make meaningful connections. As a Data Analyst focused on our Physician Relationship Management platform your primary areas of responsibility and accountability will be:
Data Querying and Data Management
Generating Data Driven Reports and Applications
Organizing and Reporting Results to Stakeholders
Presenting Findings and Recommendations
What you will do:
Conduct statistical research and analysis in support of our clients
Share findings and recommendations with team members in sales, marketing, creative, and campaign operations
Help our clients understand what information most influences their customers
Use SQL, Excel, data reference tools, etc. to look at Big Data and develop compelling stories
What you will bring:
Bachelor's degree in Computer Science, Applied Analytics, Healthcare Analytics, or equivalent experience
2+ years' experience in data analytics
Understanding of SQL data relationships and structures
Experience with large-scale relational databases, data transformation, and data queries using Microsoft SQL
Ability to translate data findings into actionable recommendations and process improvements
Ideal Candidates will have also experience in digital and direct marketing, campaign management, and presenting data findings to stakeholders from across the business including executives.

Why Healthgrades?

At Healthgrades, we recognize that our people drive our greatest achievements. We are passionate about maintaining a fulfilling, rewarding and high-energy work environment while setting the stage for continued success.
Impactful Work empowering consumers with data to make the right decisions for themselves and their families
Changing the Game evolving culture with career advancement opportunities
Community Builders collaborating with local charity and wellness initiatives
Robust Perks generous PTO, 401k contributions, tuition assistance, entertainment discounts and more!",2.8,"Healthgrades
2.8","Denver, CO",-1,501 to 1000 Employees,1998,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Data Science Support Analyst,"$72K-$127K
(Glassdoor est.)","Overview


JM&A Group is one of the largest independent providers of finance and insurance (F&I) products in the automotive industry. For nearly 40 years, the company has helped automobile dealers achieve unsurpassed levels of performance. JM&A Group provides more than 3,800 dealerships with a variety of products and services, such as new and used vehicle protection plans, pre-paid maintenance plans and GAP protection programs. Among JM&A Group’s competitive advantages is its robust training and consulting services for F&I professionals, and the company is actively evolving to meet consumer preferences to remain a market leader and a partner of choice.

Job Description


JM&A, a division of JM Family Enterprises, Inc., is looking for an experienced Data Science Support Analyst to join its Customer Services Admin team. The Support Analyst will partner with the Data Scientists to: support production deployment of models and web applications related to technologies developed by the Data Science team; participates in new development of web applications and restful api’s; gain exposure to production machine learning model pipelines and the design and creation of new models using statistical techniques.

Responsibilities:
Continually check metrics and validate models, compute model performance metrics.
Access, analyze, cleanse, pre-process data.
Retrieve data from multiple stores CSV/Teradata/Oracle/API/.
Train new models per specifications from Data Scientist.
Deploy new models and determine when to replace existing.
Configure Linux server web sites and update code base as needed.
Monitor web application performance and fix issues accordingly.
Configure SQLite/SQL/Mongo databases and stored queries, updating as needed.
Participate in meetings and offer ideas and solutions to present problems.
#LI-JD1

Job Requirements
Python (numpy/pandas/matplotlib/sklearn/flask)
Version control (git)
SQL and database APIs (cx_oracle, pymysql, sqlalchemy)
Cloud deployment experience (AWS, containerization) and familiarity with AWS services
Experience working in an Agile/Scrum environment
Machine Learning algorithm development experience.
Ability to learn new technologies rapidly and turn around implementations.
Excellent communication skills (both written and verbal) with ability to effectively communicate to all levels with varying degrees of technical knowledge
Critical thinking Independent problem resolution
Ability to work in a team and collaborate with others
Bachelor's Degree (Data Science, Analytics, Business, Finance, Computer Science, Engineering or related field)
2-4 years experience (candidates with a relevant Masters degree and less experience will also be considered).",4.0,"JM&A Group
4.0","Deerfield Beach, FL",-1,501 to 1000 Employees,1978,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
Data Analyst,"$33K-$59K
(Glassdoor est.)","Our data operations team is the pharmacy support system for our customers - we help them transition to divvyDOSE, manage their prescriptions, answer their questions, and coordinate care with their health team. This work is coordinated across pharmacists, technicians, and customer support staff to ensure we provide the best care for our customers. Among other things, we transfer prescriptions to and from other pharmacies, contact medical care providers to understand treatments and request prescription refills and answer inbound questions from our customers.

You will:


Your goal is to help the operation run more effectively and efficiently through data analysis, reporting, dash-boarding, and special projects. You will help us build context through better reporting and drive the business forward by providing data-driven recommendations on ways to improve efficiency and optimize our operation. On any given day you might be presenting to our executive team, doing a deep dive on call analytics, or working with a small team to prototype and test new processes.
Become an expert and go-to resource for our process flows and our operational data
Work with operations management to develop actionable operations performance dashboards across all areas of the organization
Perform ad-hoc data analysis to identify measurable improvements to our operation, and advocate for those improvements via presentations and reports
Maintain and improve operations forecasting models
Collaborate with Finance and Technology teams to ensure we are able to continue to effectively measure our operation as technology improves
Communicate effectively and efficiently across multiple teams and work groups
Requirements
You have strong analytical and problem-solving skills
You are used to tackling very loosely defined problems and still deliver high-quality output
Advanced proficiency in Excel, PowerPoint, and strong written and oral communication
Ability to adapt quickly to a changing environment
3-5 years of analyst experience
Bachelor's degree, with major in analytical or technical field strongly preferred
Experience with BI tools such as Looker or Tableau is a plus
Job Title: Data Analyst

Job Type: Full-time

FLSA Status: Exempt

Benefits

In addition to competitive salary and a unique opportunity to thrive at a growing company, divvyDOSE offers various formal benefits as well.

INSURANCE, PAID TIME OFF, & RETIREMENT

Full-time employees receive Sick days, Vacation days, and Holiday Bonuses as well as employer-paid Medical (including a Health Savings Account with an employer contribution), Dental, Vision, and Life insurance. In addition, we're proud to offer Voluntary Life & AD&D, Short Term Disability, and Long Term Disability coverage. A 401k plan with employer contribution is available, too.

SOCIAL EVENTS

In our company description, you can tell the divvyTEAM likes to have fun. Regular potlucks, company events, pizza days, wellness challenges, and divvyNEWS You Can Use updates maintain our work-hard play-hard culture.

divvyDOSE provides equal employment opportunity to all qualified applicants regardless of race, color, religion, national origin, sex, sexual orientation, gender identity, age, disability, genetic information, or veteran status, or other legally protected classification in the state in which a person is seeking employment. Applicants encouraged to confidentially self-identify when applying. Local applicants encouraged to apply. Drug-free work environment. Must be eligible to work in the United States.

Apply for this job",3.4,"divvyDOSE
3.4","Moline, IL",-1,201 to 500 Employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
"Data Scientist, Transaction Monitoring","$115K-$184K
(Glassdoor est.)","Company Description

Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 160 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.

We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.

Job Description

We are looking for a Data Scientist who will work cross-functionally with technical and non-technical teams to build models and dashboards to monitor transactions and ensure compliance.

The ideal candidate should be passionate about Wish and e-commerce, has a strong analytical and consultative mindset, deep understanding of databases, visualization, and modeling techniques, and the ability to thrive in a dynamic, fast-paced environment delivering against tight deadlines, and a passion for scaling transaction monitoring through automation.

What you'll be doing:
Develop dashboards for transaction monitoring
Create recurring data reports and maintain the integrity of the reports
Design, development and evaluation of highly innovative models for transaction monitoring
Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation and model implementation
Work closely with software engineering teams to drive real-time model implementations and new feature creations
Help stakeholders and end-users to best leverage the monitoring system
Develop solutions to optimize transaction monitoring operations
Qualifications
Bachelor's or advanced degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Statistics or similar)
3+ years of hands-on experience in predictive modeling and analysis
2+ years Python, R, or Matlab experience
2+ years work experience including business analytics and project management
2+ years experience writing complex SQL queries in a business environment
2+ years experience with Tableau, OBIEE or other visualization tools
2+ years experience operating in a Unix/Linux environment
Preferred Qualifications:
Experience in e-commerce, on-line, or payments companies in transaction monitoring functions, especially anti-money laundering and counter-terrorist financing (AML/CTF) transaction monitoring
Analytical mindset and ability to see the big picture and influence others
Detail-oriented and must have an aptitude for solving unstructured problems
Ability to work effectively in a multi-task, high volume environment
Ability to be adaptable and flexible in responding to deadlines and workflow fluctuations
Hands-on risk and fraud experience strongly preferred
#LI-BD1

Additional Information

Wish values diversity and is committed to creating an inclusive work environment. We provide equal employment opportunity for all applicants and employees. We do not discriminate based on any legally-protected class or characteristic. Employment decisions are made based on qualifications, merit, and business needs. If you need assistance or accommodation due to a disability, please let your recruiter know. For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction records.

Individuals applying for positions at Wish, including California residents, can see our privacy policy here.",3.4,"Wish
3.4","San Francisco, CA",-1,501 to 1000 Employees,2011,Company - Private,Other Retail Stores,Retail,$1 to $2 billion (USD),-1
Data Analyst,"$42K-$81K
(Glassdoor est.)","Sapphire Digital seeks a dynamic and driven mid-level Data Analyst/QA to join our growing New Jersey team with experience in the healthcare domain. This role will perform in-depth analysis of our internal data management systems to identify, analyze, and interpret trends and/or patterns in order to provide actionable recommendations for data integrity. The Data Analyst/QA will work closely with multiple internal teams to collaborate on different stages of the data lifecycle and assist in developing data quality processes.
In this position, you'll be responsible for:
Preparing and conducting analyses and studies, needs assessment, and requirements analysis to align systems and solutions
Overseing data QA functions to ensure data integrity and accuracy
Monitoring all production data processes and validation systems
Performing data investigations, root cause analysis, data profiling, and data lineage activities
Performing research and provides recommendations for data processes and updates
Reviewing and analyzes specific data elements for accuracy and quality assurance
Driving the resolution of the identified data quality problems
Maintaining documentation as required
Partnering with BI in the development of reports and presentations
Maintaining data quality rules, data standards and data governance policies
Supporting special project work as assigned by the data managers
Collaborating effectively with cross functional teams including Data, Business Intelligence, Business Applications, and Engineering

You might be a good fit if you have:
Bachelor's degree (B. A. / B. S.) from four-year college or university; 4+ years related experience and/or training; or equivalent combination of education and experience
5+ years of experience as a data analyst or in a related field
Expertise with query languages (SQL) required
Experience working with large complex datasets including healthcare data such as medical claims, clinical information, demographic data and program activity results
Exposure with one or more of the following programming languages: SAS, Python, R
Prior experience working with Healthcare data, or in the Healthcare field preferred
Experience with data visualization tools and methodologies (Excel and PowerBI)
Demonstrated experience in analyzing large data sets and relational databases
Ability to manage time and priorities of multiple projects/tasks
Displays professionalism and ability to learn quickly
Extremely detail oriented
Strong oral and written communication skills
Ability to collaborate closely with multiple teams across with a wide range of technical backgrounds",3.4,"Sapphire Digital
3.4","Lyndhurst, NJ",-1,201 to 500 Employees,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
"Data Scientist, Cloud Business Operations","$111K-$176K
(Glassdoor est.)","53303

About NetApp

NetApp provides software, systems, and services to manage, store and share data via on-premises, and private and public clouds to customers worldwide. NetApp is emerging as a leader in providing public cloud services on all major cloud platforms, including Amazon Web Services (AWS), Microsoft , and Google Cloud Platform (GCP). These cloud services, such as Cloud Volumes; Cloud Insights, Virtual Desktop Service, Global File Cache, SaaS backup, and Spot, avails customers to consider many more options on how and where to manage their critical workloads and data for optimal business and financial outcomes. The NetApp Public Cloud Services business unit is at the forefront of our effort to transform NetApp into a leader in the cloud market.
Job Summary
About the Position

This Cloud Business Operations Data Scientist will be the primary go to person for all of NetApp Public Cloud Services needs for analyzing tons of cloud services usage and billing data to derive intelligent business insights for enabling NetApp’s highest growth business. This person will be an expert in both understanding the data, as well as architecting and developing business logic and code to deliver automation in business intelligence. This is a highly technical role with deep understanding of Azure programming, R, SQL databases, visualization on Tableau, and scripting, along with years of experience in cloud services business operations. Knowledge of public cloud-based transactions on the top 3 cloud provider marketplaces (AWS, Azure and GCP) is a must, along with experience and understanding of integrations with internal systems for CRM, CPQ, Subscriptions Billing and Finance.

This role will coordinate with product management, IT and operations, and other NetApp functions including sales, marketing, and finance to understand, analyze and improve product pricing, SKU design, and transaction processing of our existing cloud offerings and upcoming innovations. This role will also act as the primary operations liaison between product management teams and business operations. The right person for this role has deep understanding of public cloud marketplace transaction processing, billing, metering, and revenue/usage reporting. This person also has extensive experience in dealing with cross-functional business requirements and engaging with key stakeholders at both the executive/VP level and with delivery teams.
Job Requirements
Key Responsibilities
Analyze usage and billing data from multiple sources to derive business intelligence
Develop business logic and write code to automate BI output
Design and develop visualization dashboards in Tableau
Understand public cloud marketplace transaction processes and provide guidance to business operations teams on implementation best practices
Leverage business insights to provide guidance to product management for pricing and transaction processing design
Skills and Qualifications
10+ years of experience working with various cloud providers, software vendors and/or consulting organizations
5+ years of experience in data analysis and business insights
5+ years of experience in Azure programming, R, SQL databases and Tableau
Understanding of enterprise cloud solutions and related technical offerings
Collaborative personality; comfortable working across many functions and teams, and engaging with senior executives
A creative go-getter who is full of ideas and can execute on those ideas in a fast-paced, demanding environment with excellent interpersonal and social skills
A bachelor’s degree in engineering or science is required. A master’s degree is data science, data analysis or statistics is preferred.
Travel Required

20% (includes domestic and int.)
Education
A bachelor’s degree in engineering or science is required. A master’s degree is data science, data analysis or statistics is preferred.

Nearest Major Market: San Jose
Nearest Secondary Market: Palo Alto
Job Segment:
Operations Manager, Scientific, Database, Cloud, Operations, Engineering, Technology

Apply now »",3.8,"NetApp
3.8","Sunnyvale, CA",-1,10000+ Employees,1992,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),-1
Data Scientist,"$66K-$108K
(Glassdoor est.)","As a part of the Data Science team, you will run the development of next-generation platforms for customers micro-segmentation, clusterization, behavior analysis, and prediction as well as building up new improved recommendation systems for the customers.

You will use your expertise to design data science models and frameworks, data processing pipelines, and lead efforts of the ML models productization.

You will use project management skills to manage the deliverables and ensure all stakeholder work is complete on time. You will also manage stakeholder communications and present your project across a wide spectrum of management levels.

The position requires excellent communication skills and experience working directly with technical teams as well as with business stakeholders. Being able to present findings in a meaningful and clear way is a must.

Responsibilities:
Work with a team of skilled data scientists
Plan the R&D process to fit sprint goals as well as the project milestones.
Drive the collection, cleaning, processing, and analysis of new and existing data sources.
Lead ML models development using Python/Tensorflow/Keras/Spark stack.
Communicate with business stakeholders to clarify their requirements and present the teamwork results.
Requirements:
Bachelors or Masters Degree in Computer Science or relevant field and with 3+ years’ experience in related data science and software engineering roles.
Experience with look-alike modeling and sequential-input models, RNNs (LSTM, GRU, etc.)
Strong working experience in Python, SQL and NoSQL DBs.
Practical skills in usage of big data technologies and tools including Hadoop, MapReduce, Hive, Spark.
Fluency in such technologies like Scikit-learn, Pandas,Tensorflow, keras, gensim, stanfordNLP, PySpark.
Great communication and presentation skills. Proven ability to present progress made by the team to senior business management and the project stakeholders.
Familiarity with Container Development (using dockers)
Familiarity with cloud ML Platforms (Google AI Platform, Amazon Sagemaker, MS Azure AI Platform) is a plus.
We offer:
Opportunity to work on bleeding-edge projects
Work with a highly motivated and dedicated team
Very competitive salary
Flexible schedule
Medical insurance
Benefits program
Corporate social events
Professional development opportunities
NB:

Placement and Staffing Agencies need not apply. We do not work with C2C at this time. At this moment, we are not able to process H1B transfers. Applicants with CPT and OPT visas are welcome to apply.

About Us:

Grid Dynamics is the engineering services company known for transformative, mission-critical cloud solutions for retail, finance and technology sectors.

We architected some of the busiest e-commerce services on the Internet and have never had an outage during the peak season.

Founded in 2006 and headquartered in San Ramon, California with offices throughout the US and Eastern Europe, we focus on big data analytics, omnichannel services, DevOps, and cloud enablement.",3.9,"Grid Dynamics
3.9","Plano, TX",-1,1001 to 5000 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
Data Scientist - AI/ML Specialist,"$75K-$131K
(Glassdoor est.)","Our team Our team is looking for a Data Scientist with experience in Artificial Intelligence (AI) and Machine Learning (ML). The selected Data Scientist - AI/ML Specialist will support a U.S. Government customer who is applying new and innovative methods in computer vision and object detection in order to address some of our most pressing intelligence problems.

Maxar is looking for a Data Scientist with experience in Artificial Intelligence (AI) and Machine Learning (ML) to join our team in Northern VA. The selected Data Scientist - AI/ML Specialist will support a U.S. Government customer who is applying new and innovative methods in computer vision and object detection in order to address some of our most pressing intelligence problems.

Life with Us

Your Career: Were very serious about professional development and continuing education. We offer
everyone the opportunity to define their own career trajectory. Our group has some amazing resources at its
disposal specifically for this purpose. You will work with your direct supervisor and/or a mentor to set
appropriate goals and design a plan to help you make consistent progress.

Day-to-day with your colleagues:
Youll be supporting an R&D, rapid prototyping office whose mission is to apply new and cutting-edge tools and methods to intelligence problems. This office loves innovators, self-starters, and people passionate about our nations security.

These AI/ML applications and experiments are used to:
Extract meaningful insight.

Narrow search areas.

Tip/cue.

Find rare objects.

Predict vulnerabilities.

Encouraging further analytic exploration.

Reducing the friction of flawed workflows.

Youll collaborate with our geographically dispersed team primarily via Zoom & Slack.

Minimum Requirements:
Must be a US Citizen with a current/active TS/SCI security clearance with Polygraph.

Bachelors degree in a relevant field (physics, mathematics, computer science, operations research, etc.).

5 years of relevant experience with Data Science and Artificial Intelligence and Machine Learning.

Experience with Data Science Tools (eg R, Python, SAS, Matlab, TensorFlow).

Experience with applying Data Science techniques to overhead imagery - ie; computer vision, object detection.

Preferred Education and Experience:
Experience with NoSQL databases.

Ability to provide subject matter guidance.

Ability to manage personal project priorities and deliverables.

Ability to provide controls for technical rigor and quality of output.

#cjpost",3.5,"Maxar Technologies
3.5","McLean, VA",-1,5001 to 10000 Employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1
Data Scientist,"$65K-$108K
(Glassdoor est.)","HPOne, named CT Magazine's 2018 Great Places to Work, is looking for a Data Scientist to join our team.

The Data Scientist is responsible for collecting, cleaning, translating data to meet the company's needs. Every business collects data, whether it's sales figures, market research, logistics, or transportation costs. The Data Scientist will use that data and machine learning to help drive HPOne's business plans.

What you'll do:
Research and develop statistical learning models for data analysis
Develop insights and deliver recommendations based on data analyses
Work with business leaders to articulate business requirements for data analyses
Implement new statistical or other mathematical methodologies for specific models or analyses
Optimize joint development efforts through database use and project design
Create automated reports and dashboard products, in order to display results to internal teams
Develop end-customer segmentation schemes by analyzing customer behavior
Perform ad hoc analyses and deliver recommendations
Develop and implement predictive models like decision tree, regression using R or similar
Communicate results and ideas to key decision makers
Required Skills/Abilities:
Master's Degree in Computer Science, Statistics, Applied Math or related field
Five years' experience with SAS (or similar), ETL, data processing, database programming and data analytics
Experience in data mining and statistical analysis
Able to understand various data structures and common methods in data transformation
Excellent pattern recognition and predictive modeling skills
Experience with programming languages such as Java / Python (or ""R"")
Experience conducting regression analyses
Understanding of relational databases and data management as well as experience with data aggregation and normalization
Advanced excel expertise (pivot tables, VLOOKUP, report filters, etc.)
Ability to approach tasks strategically, while owning and mastering the details
Exceptional problem solving, as well as analytical and strategic thinking skills
Initiative to own projects from start to finish
Strong oral and written communication skills, with ability to work well with people across the company at all levels


Preferred Skills/Abilities:
Coursework in at least one of the following: mathematics, business, analytical marketing, information systems, programming/databases, statistics/statistical modeling, finance, economics, or physics
Experience conducting analyses and building predictive models using SAS (or similar)
Experience with business intelligence and data visualization tools preferred (like Domo or Tableau)
Physical Requirements:
Prolonged periods of sitting at a desk and working on a computer, typically in an office or cubicle environment (constant noise, fluorescent overhead lighting)
HPOne is an Equal Opportunity Employer:

Equal Employment Opportunity (EEO) is a fundamental principle at HPOne, where employment is based upon personal capabilities and qualifications. HPOne does not discriminate because of actual or perceived sex, sexual orientation or preference, gender identity, gender, transgender, race, color, religion, national origin, creed, citizenship status, ancestry, age, marital status, pregnancy, childbirth or related medical conditions, medical conditions including genetic characteristics, mental or physical disability, military and veteran status, or any other protected characteristic as established by law. HPOne requires the necessary drug testing and background checks as part of our pre-employment practices.",3.6,"HPOne
3.6","Trumbull, CT",-1,501 to 1000 Employees,2006,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),-1
Data Scientist Engineer,"$53K-$91K
(Glassdoor est.)","Data Scientist Engineer**Summary: *Yorktown systems Group is seeking highly qualified Data Scientist Engineerto provide professional services and support to the TRADOC Deputy Chief of Staff for Intelligence (G-2) Operational Environment (OE) and Core Functions. The Operational Environment (OE) is a composite of the conditions, circumstances, and influences that affect the employment of military forces and bear on the decisions of the unit commander. As an organic, complex system, the OE provides the common framework in which warfighting programs and strategies are conceived, defined, and executed. It is a living foundation in which choices made, by adversary and allies alike, affect the outcome of the future which must be accounted for. As adversarys asymmetrical approach to warfare continues to generate greater complexity and flexibility, the governments requirement for similar complexity and adaptability in Tactics, Techniques and Procedures (TTPs) escalates correspondingly.TRADOC Deputy Chief of Staff for Intelligence (G-2)s mission is to understand, visualize, describe, deliver & assess the OE in order to reduce risk and prevent surprise; today and into the future 2035+. TRADOC G-2 is the designated Lead for Core Function #13 Operational Environment; the process of developing, verifying, validating, accrediting, and providing OE products and services represents an authoritative, validated OE contextual baseline for TRADOC users and operational forces in the areas of training and training development; education; leader development; concept and doctrine development; and capabilities development, integration, and evaluation.*Specific duties may include, but are not limited to: ** Work with large data sets to better understand the changing worldwide geopolitical and tactical level military landscape. Use a variety of data mining/data analysis methods and data tools to build and implement models, using/creating algorithms and creating/running simulations.* Work with Government stakeholders to identify opportunities for leveraging data to drive data driven decision making* Mine and analyze data from existing databases to drive decision making* Assess the effectiveness and accuracy of new data sources and data gathering techniques.* Develop custom data models and algorithms to apply to data sets.* Use predictive modeling* Coordinate with different functional teams to implement models and monitor outcomes.* Develop processes and tools to monitor and analyze model performance and data accuracy.*Required Qualifications: ** Must be a U.S. citizen* Bachelors Degree* 5 years of experience manipulating data sets and building statistical models* Familiar with the following software/tools:* Coding knowledge and experience with several languages: C, C++, Java, o JavaScript, etc.* Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.* Experience querying databases and using statistical computer languages: R, Python, etc.* Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.* Experience with distributed data/computing tools* Experience visualizing/presenting data for stakeholders* Strong problem-solving skills* Experience using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large data sets.* Experience working with and creating data architectures.* Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.* Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.* Excellent written and verbal communication skills for coordinating across teams.* A drive to learn and master new technologies and techniques* Excellent organizational skills*Clearance: * Secret Clearance is required*Location: *FT Eustis*Travel: *Travel is requiredJob Type: Full-timeBenefits:* 401(k)* 401(k) matching* Dental insurance* Disability insurance* Health insurance* Life insurance* Paid time off* Referral program* Vision insuranceSchedule:* Day shiftCompany's website:* www.ysginc.comBenefit Conditions:* Only full-time employees eligibleWork Remotely:* No",3.5,"Yorktown Systems Group
3.5","Fort Eustis, VA",-1,501 to 1000 Employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1
Aviation Data Scientist & Machine Learning Engineer,"$106K-$182K
(Glassdoor est.)","Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

MITRE has an immediate opening for an Aviation Data Scientist with a specialization in machine learning to be part of a dynamic team of professionals working to improve the efficiency of traffic flow management operations in the United States National Airspace System (NAS). We are looking to expand our team with someone with demonstrated technical excellence involving analysis of aviation data and the application of machine learning techniques to solving complex problems.

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.3,"MITRE
3.3","McLean, VA",-1,5001 to 10000 Employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),-1
